type,item_id,subitem_id
subitem,1312168671,1312168843
item,1312168883,
subitem,1312168883,1312168898
item,1312168914,
subitem,1312168914,1312168936
item,1312168949,
subitem,1312168949,1312168967
subitem,1312168949,1312168986
item,1312168995,
subitem,1312168995,1312169005
item,1312169364,
subitem,1312169364,1312169637
subitem,1312169364,1312170113
subitem,1312169364,1312170414
item,1312170756,
subitem,1312170756,1312170831
subitem,1312170756,1312170876
subitem,1312170756,1312170894
item,1312170919,
subitem,1312170919,1312170932
subitem,1312170919,1312170956
subitem,1312170919,1312170978
subitem,1312170919,1312170994
subitem,1312170919,1312171009
subitem,1312170919,1312171034
item,1312171048,
subitem,1312171048,1312171054
subitem,1312171048,1312171074
subitem,1312171048,1312171101
subitem,1312171048,1312171127
subitem,1312171048,1312171149
item,1312171167,
subitem,1312171167,1312171175
subitem,1312171167,1312171199
subitem,1312171167,1312171232
item,1312171268,
subitem,1312171268,1312171282
subitem,1312171268,1312171295
subitem,1312171268,1312171317
item,1312171353,
subitem,1312171353,1312171369
subitem,1312171353,1312171390
subitem,1312171353,1312171419
item,1312182849,
subitem,1312182849,1312182870
subitem,1312182849,1312182913
subitem,1312182849,1312182941
item,1312182990,
subitem,1312182990,1312183015
item,1312183053,
subitem,1312183053,1312183073
subitem,1312183053,1312183100
item,1312183139,
subitem,1312183139,1312183152
subitem,1312183139,1312183176
subitem,1312183139,1312183212
subitem,1312183139,1312183256
item,1312183286,
subitem,1312183286,1312183305
subitem,1312183286,1312183336
subitem,1312183286,1312183364
item,1312183402,
subitem,1312183402,1312183429
subitem,1312183402,1312183454
subitem,1312183402,1312183480
subitem,1312183402,1312183525
item,1312183598,
subitem,1312183598,1312183645
subitem,1312183598,1312183684
subitem,1312183598,1312183733
subitem,1312183598,1312183771
item,1312183789,
subitem,1312183789,1312183803
subitem,1312183789,1312183837
subitem,1312183789,1312183893
subitem,1312183789,1312183948
subitem,1312183789,1312184292
item,1312184301,
subitem,1312184301,1312184309
subitem,1312184301,1312184358
item,1312184674,
subitem,1312184674,1312184841
subitem,1312184674,1312185193
item,1312185565,
subitem,1312185565,1312185754
subitem,1312185565,1312186117
subitem,1312185565,1312186536
subitem,1312185565,1312186888
item,1312187227,
subitem,1312187227,1312187381
subitem,1312187227,1312187664
subitem,1312187227,1312187994
item,1312188275,
subitem,1312188275,1312188422
item,1312188594,
subitem,1312188594,1312188648
subitem,1312188594,1312188699
subitem,1312188594,1312188734
item,1312188750,
subitem,1312188750,1312188759
subitem,1312188750,1312188772
subitem,1312188750,1312188784
subitem,1312188750,1312188799
subitem,1312188750,1312188810
item,1312188824,
subitem,1312188824,1312188834
subitem,1312188824,1312188855
subitem,1312188824,1312188909
subitem,1312188824,1312189102
item,1312189363,
subitem,1312189363,1312189375
subitem,1312189363,1312189395
subitem,1312189363,1312189412
item,1312189434,
subitem,1312189434,1312189454
subitem,1312189434,1312189483
subitem,1312189434,1312189510
subitem,1312189434,1312189524
subitem,1312189434,1312189572
subitem,1312189434,1312189613
item,1312189644,
subitem,1312189644,1312189664
subitem,1312189644,1312189682
item,1312189700,
subitem,1312189700,1312189713
subitem,1312189700,1312189726
subitem,1312189700,1312189746
subitem,1312189700,1312189776
subitem,1312189700,1312189799
subitem,1312189700,1312189808
item,1312189820,
subitem,1312189820,1312189832
subitem,1312189820,1312189870
subitem,1312189820,1312189915
subitem,1312189820,1312189945
item,1312190060,
subitem,1312190060,1312190118
item,1312197485,
subitem,1312197485,1312197508
item,1312197808,
subitem,1312197808,1312197825
subitem,1312197808,1312197847
subitem,1312197808,1312197864
item,1312197877,
subitem,1312197877,1312197882
subitem,1312197877,1312197899
subitem,1312197877,1312197917
subitem,1312197877,1312197929
item,1312197964,
subitem,1312197964,1312197973
subitem,1312197964,1312197996
item,1312198014,
subitem,1312198014,1312198025
subitem,1312198014,1312198044
item,1312198064,
subitem,1312198064,1312198077
subitem,1312198064,1312198093
item,1312198136,
subitem,1312198136,1312198153
item,1312198171,
subitem,1312198171,1312198174
subitem,1312198171,1312198181
item,1312198186,
item,1312198192,
subitem,1312198192,1312198204
subitem,1312198192,1312198234
item,1312198262,
subitem,1312198262,1312198270
subitem,1312198262,1312198280
item,1312198288,
subitem,1312198288,1312198296
subitem,1312198288,1312198305
item,1312198335,
subitem,1312198335,1312198354
subitem,1312198335,1312198372
subitem,1312198335,1312198414
subitem,1312198335,1312198438
subitem,1312198335,1312198451
item,1312198471,
subitem,1312198471,1312198489
item,1312198509,
subitem,1312198509,1312198523
subitem,1312198509,1312198551
item,1312198584,
subitem,1312198584,1312198598
subitem,1312198584,1312198625
subitem,1312198584,1312198652
subitem,1312198584,1312198701
subitem,1312198584,1312198716
item,1312198741,
subitem,1312198741,1312198746
subitem,1312198741,1312198773
item,1312198789,
subitem,1312198789,1312198797
subitem,1312198789,1312198807
item,1312198827,
subitem,1312198827,1312198839
item,1312198855,
subitem,1312198855,1312198865
subitem,1312198855,1312199308
item,1312204833,
subitem,1312204833,1312204870
item,1312204890,
item,1312204901,
subitem,1312204901,1312204914
subitem,1312204901,1312204936
subitem,1312204901,1312204983
subitem,1312204901,1312205028
item,1312205065,
subitem,1312205065,1312205083
item,1312205119,
subitem,1312205119,1312205141
subitem,1312205119,1312205167
subitem,1312205119,1312205426
item,1312205644,
subitem,1312205644,1312205711
subitem,1312205644,1312205749
subitem,1312205644,1312205777
subitem,1312205644,1312205795
item,1312205804,
subitem,1312205804,1312205825
subitem,1312205804,1312205839
item,1312205881,
subitem,1312205881,1312205896
subitem,1312205881,1312205920
subitem,1312205881,1312205931
item,1312205947,
subitem,1312205947,1312205973
subitem,1312205947,1312206000
item,1312206021,
subitem,1312206021,1312206035
subitem,1312206021,1312206048
subitem,1312206021,1312206062
item,1312206080,
subitem,1312206080,1312206096
subitem,1312206080,1312206126
subitem,1312206080,1312206159
item,1312206194,
item,1312206228,
subitem,1312206228,1312206253
subitem,1312206228,1312206283
subitem,1312206228,1312206297
subitem,1312206228,1312206323
subitem,1312206228,1312206339
subitem,1312206228,1312206400
item,1312206514,
subitem,1312206514,1312206572
subitem,1312206514,1312206637
subitem,1312206514,1312206670
item,1312206693,
subitem,1312206693,1312206955
subitem,1312206693,1312206974
item,1312206999,
subitem,1312206999,1312207011
item,1312207065,
item,1312207099,
item,1312207129,
subitem,1312207129,1312207151
subitem,1312207129,1312207196
item,1312207232,
subitem,1312207232,1312207258
subitem,1312207232,1312207302
subitem,1312207232,1312207327
subitem,1312207232,1312207354
item,1312207372,
subitem,1312207372,1312207394
subitem,1312207372,1312207419
item,1312207451,
subitem,1312207451,1312207466
item,1312207493,
subitem,1312207493,1312207506
item,1312207546,
subitem,1312207546,1312207653
subitem,1312207546,1312207779
subitem,1312207546,1312207893
subitem,1312207546,1312207921
item,1312207940,
subitem,1312207940,1312207969
subitem,1312207940,1312208003
subitem,1312207940,1312208358
item,1312208613,
subitem,1312208613,1312208891
item,1312209180,
subitem,1312209180,1312212400
subitem,1312209180,1312212426
subitem,1312209180,1312212445
subitem,1312209180,1312212462
subitem,1312209180,1312212474
item,1312212486,
subitem,1312212486,1312212490
item,1312212507,
subitem,1312212507,1312212511
subitem,1312212507,1312212530
subitem,1312212507,1312212558
item,1312212575,
subitem,1312212575,1312212590
subitem,1312212575,1312212617
subitem,1312212575,1312212646
subitem,1312212575,1312212671
subitem,1312212575,1312212694
item,1312212708,
subitem,1312212708,
